date,category,region,units_sold,revenue
2025-01-26,Electronics,West,1,176.66
2025-01-26,Electronics,South,2,148.4
2025-01-26,Home & Garden,South,2,41.47
2025-01-26,Home & Garden,South,1,64.85
2025-01-26,Electronics,South,4,212.07
2025-01-26,Books,North,3,17.1
2025-01-26,Home & Garden,North,4,63.08
2025-01-26,Sports,South,4,80.29
2025-01-26,Sports,East,4,80.85
2025-01-26,Books,South,1,22.64
2025-01-26,Sports,North,1,63.85
2025-01-26,Electronics,East,4,169.75
2025-01-26,Clothing,East,4,40.46
2025-01-26,Electronics,West,2,197.56
2025-01-26,Home & Garden,South,2,65.79
2025-01-26,Home & Garden,North,4,62.28
2025-01-26,Sports,West,2,77.46
2025-01-26,Clothing,North,2,46.43
2025-01-26,Clothing,North,1,61.18
2025-01-27,Home & Garden,East,4,70.09
2025-01-27,Books,South,2,17.09
2025-01-27,Sports,West,4,66.76
2025-01-27,Electronics,East,2,189.89
2025-01-27,Electronics,East,4,172.19
2025-01-27,Clothing,North,2,40.41
2025-01-27,Clothing,North,1,51.67
2025-01-27,Clothing,North,1,44.87
2025-01-27,Electronics,East,2,151.98
2025-01-27,Electronics,West,1,190.25
2025-01-27,Clothing,East,2,40.25
2025-01-27,Electronics,North,2,216.58
2025-01-27,Books,South,4,21.51
2025-01-27,Books,North,2,16.11
2025-01-27,Home & Garden,South,3,50.64
2025-01-27,Electronics,South,4,190.32
2025-01-27,Clothing,South,3,48.75
2025-01-27,Clothing,North,3,59.72
2025-01-27,Electronics,East,4,153.97
2025-01-27,Sports,East,4,69.18
2025-01-27,Home & Garden,South,2,65.38
2025-01-27,Electronics,South,3,154.06
2025-01-27,Home & Garden,South,3,43.59
2025-01-27,Clothing,South,1,43.84
2025-01-27,Clothing,South,1,44.1
2025-01-27,Clothing,South,2,52.65
2025-01-27,Books,East,2,19.31
2025-01-27,Home & Garden,North,3,67.57
2025-01-27,Home & Garden,West,2,76.52
2025-01-27,Electronics,East,1,181.52
2025-01-28,Clothing,West,4,45.94
2025-01-28,Clothing,South,4,39.92
2025-01-28,Sports,North,1,72.09
2025-01-28,Electronics,North,4,188.8
2025-01-28,Home & Garden,North,1,48.76
2025-01-28,Clothing,South,1,38.22
2025-01-28,Sports,East,4,60.95
2025-01-28,Electronics,North,4,159.35
2025-01-28,Clothing,North,2,48.66
2025-01-28,Electronics,North,3,161.01
2025-01-28,Electronics,West,3,153.08
2025-01-28,Sports,North,2,45.31
2025-01-28,Home & Garden,North,2,63.43
2025-01-28,Home & Garden,South,3,65.41
2025-01-28,Books,West,1,18.5
2025-01-28,Electronics,West,2,202.72
2025-01-28,Electronics,North,4,131.06
2025-01-28,Books,West,1,15.16
2025-01-28,Home & Garden,East,1,61.57
2025-01-28,Books,South,1,23.25
2025-01-28,Clothing,South,2,53.71
2025-01-28,Home & Garden,South,4,62.93
2025-01-28,Home & Garden,North,3,66.74
2025-01-28,Home & Garden,East,3,46.1
2025-01-28,Electronics,East,1,213.96
2025-01-28,Electronics,North,3,206.48
2025-01-28,Sports,East,4,65.13
2025-01-29,Electronics,North,3,157.1
2025-01-29,Clothing,North,2,47.84
2025-01-29,Home & Garden,West,4,60.56
2025-01-29,Electronics,West,4,203.78
2025-01-29,Home & Garden,North,1,60.94
2025-01-29,Clothing,East,4,43.37
2025-01-29,Home & Garden,South,2,57.98
2025-01-29,Home & Garden,South,4,70.77
2025-01-29,Home & Garden,South,4,65.12
2025-01-29,Clothing,West,2,46.48
2025-01-29,Sports,East,2,54.09
2025-01-29,Electronics,North,2,167.94
2025-01-29,Books,West,2,20.4
2025-01-29,Electronics,East,2,221.54
2025-01-29,Home & Garden,West,2,58.73
2025-01-29,Books,East,2,17.65
2025-01-29,Electronics,North,3,201.69
2025-01-29,Sports,East,2,70.11
2025-01-29,Sports,West,3,47.38
2025-01-29,Electronics,East,3,214.19
2025-01-29,Clothing,West,2,38.54
2025-01-29,Clothing,South,2,62.54
2025-01-30,Electronics,West,3,157.32
2025-01-30,Books,West,1,17.49
2025-01-30,Sports,West,1,66.77
2025-01-30,Clothing,North,1,40.58
2025-01-30,Clothing,South,4,43.48
2025-01-30,Clothing,West,3,41.82
2025-01-30,Clothing,North,4,34.4
2025-01-30,Clothing,South,2,45.03
2025-01-30,Books,South,1,13.62
2025-01-30,Clothing,South,2,37.45
2025-01-30,Electronics,South,2,163.83
2025-01-30,Clothing,South,3,52.0
2025-01-30,Clothing,South,4,39.45
2025-01-30,Electronics,North,2,171.7
2025-01-30,Sports,East,3,60.99
2025-01-30,Clothing,North,1,35.54
2025-01-30,Sports,South,3,62.64
2025-01-31,Home & Garden,South,1,39.36
2025-01-31,Clothing,East,2,55.89
2025-01-31,Electronics,North,1,212.24
2025-01-31,Books,South,4,18.09
2025-01-31,Electronics,North,1,209.35
2025-01-31,Home & Garden,West,4,58.26
2025-01-31,Electronics,West,4,135.79
2025-01-31,Home & Garden,West,4,69.49
2025-01-31,Sports,West,4,76.59
2025-01-31,Electronics,East,3,203.69
2025-01-31,Electronics,South,4,168.93
2025-01-31,Sports,West,4,64.88
2025-01-31,Books,North,1,15.89
2025-01-31,Clothing,East,3,52.12
2025-01-31,Electronics,South,3,129.25
2025-01-31,Sports,North,1,68.91
2025-01-31,Clothing,North,2,40.08
2025-01-31,Clothing,North,4,49.85
2025-01-31,Books,East,4,16.96
2025-01-31,Books,West,2,15.67
2025-01-31,Clothing,East,3,46.79
2025-01-31,Electronics,East,4,230.82
2025-02-01,Sports,North,2,70.53
2025-02-01,Clothing,South,3,51.89
2025-02-01,Home & Garden,West,1,63.5
2025-02-01,Home & Garden,North,4,54.92
2025-02-01,Home & Garden,West,2,71.42
2025-02-01,Home & Garden,North,3,41.19
2025-02-01,Electronics,East,3,199.42
2025-02-01,Electronics,South,2,197.52
2025-02-01,Clothing,East,3,56.54
2025-02-01,Clothing,East,3,43.91
2025-02-01,Electronics,East,1,190.11
2025-02-01,Books,South,1,16.79
2025-02-01,Sports,South,4,77.57
2025-02-01,Clothing,South,3,58.34
2025-02-01,Electronics,North,4,178.23
2025-02-01,Sports,South,1,78.94
2025-02-01,Electronics,East,2,214.04
2025-02-01,Electronics,North,2,199.12
2025-02-01,Sports,East,4,69.73
2025-02-01,Electronics,West,2,160.24
2025-02-01,Electronics,South,2,201.58
2025-02-01,Books,South,2,17.53
2025-02-01,Home & Garden,East,4,56.9
2025-02-01,Electronics,South,3,136.22
2025-02-01,Clothing,North,2,45.29
2025-02-01,Sports,East,2,75.79
2025-02-01,Electronics,North,2,207.33
2025-02-01,Sports,East,4,75.47
2025-02-01,Sports,West,4,89.68
2025-02-02,Clothing,West,3,47.44
2025-02-02,Home & Garden,East,3,65.72
2025-02-02,Electronics,North,4,224.89
2025-02-02,Clothing,West,1,48.68
2025-02-02,Home & Garden,South,1,73.06
2025-02-02,Electronics,West,4,210.93
2025-02-02,Clothing,West,2,49.22
2025-02-02,Sports,South,4,86.78
2025-02-02,Clothing,West,1,40.29
2025-02-02,Home & Garden,West,2,67.96
2025-02-02,Home & Garden,East,1,72.79
2025-02-02,Clothing,South,4,53.22
2025-02-02,Sports,North,4,70.68
2025-02-02,Electronics,South,3,159.39
2025-02-02,Sports,West,3,80.51
2025-02-02,Home & Garden,East,3,68.98
2025-02-02,Home & Garden,South,2,44.3
2025-02-02,Clothing,East,4,52.47
2025-02-02,Clothing,West,3,41.32
2025-02-02,Sports,West,1,73.9
2025-02-02,Electronics,East,2,221.57
2025-02-02,Clothing,North,2,45.75
2025-02-02,Books,East,1,18.26
2025-02-02,Books,West,3,21.75
2025-02-02,Home & Garden,North,4,67.51
2025-02-02,Clothing,East,3,45.44
2025-02-02,Clothing,West,3,56.04
2025-02-02,Electronics,West,3,169.99
2025-02-02,Books,East,2,15.5
2025-02-03,Electronics,North,4,159.02
2025-02-03,Clothing,East,4,47.21
2025-02-03,Clothing,East,3,48.44
2025-02-03,Home & Garden,East,2,57.36
2025-02-03,Clothing,West,4,46.19
2025-02-03,Home & Garden,East,4,60.33
2025-02-03,Electronics,North,3,220.63
2025-02-03,Electronics,East,2,175.01
2025-02-03,Clothing,South,3,48.85
2025-02-03,Electronics,South,4,215.1
2025-02-03,Sports,West,2,63.29
2025-02-03,Electronics,West,1,133.7
2025-02-03,Electronics,West,1,129.53
2025-02-03,Sports,North,1,69.92
2025-02-03,Sports,West,4,80.7
2025-02-03,Clothing,East,3,48.06
2025-02-03,Books,East,1,15.12
2025-02-03,Electronics,East,4,187.27
2025-02-03,Clothing,North,4,25.9
2025-02-03,Electronics,South,4,180.15
2025-02-03,Electronics,North,4,150.48
2025-02-04,Clothing,East,3,46.18
2025-02-04,Electronics,North,1,152.0
2025-02-04,Home & Garden,East,4,44.78
2025-02-04,Clothing,East,3,42.87
2025-02-04,Home & Garden,West,3,77.24
2025-02-04,Clothing,North,4,36.53
2025-02-04,Clothing,West,4,45.22
2025-02-04,Clothing,South,2,43.79
2025-02-04,Home & Garden,West,2,52.78
2025-02-04,Electronics,East,3,133.19
2025-02-04,Clothing,South,4,52.52
2025-02-04,Electronics,North,2,202.0
2025-02-04,Electronics,North,3,137.48
2025-02-04,Clothing,South,1,37.24
2025-02-04,Electronics,West,3,202.01
2025-02-04,Books,North,4,13.75
2025-02-04,Home & Garden,East,4,55.6
2025-02-04,Clothing,West,4,57.33
2025-02-04,Home & Garden,South,4,69.31
2025-02-04,Clothing,East,2,44.28
2025-02-04,Home & Garden,South,1,65.57
2025-02-04,Home & Garden,West,4,51.35
2025-02-04,Electronics,North,4,195.22
2025-02-04,Electronics,North,3,184.15
2025-02-04,Home & Garden,South,2,55.29
2025-02-04,Home & Garden,West,2,59.54
2025-02-04,Clothing,West,1,52.89
2025-02-04,Home & Garden,East,3,65.61
2025-02-04,Home & Garden,East,2,54.68
2025-02-04,Electronics,South,3,205.39
2025-02-04,Books,East,4,18.45
2025-02-05,Home & Garden,North,1,48.04
2025-02-05,Electronics,North,2,170.16
2025-02-05,Clothing,East,1,41.76
2025-02-05,Electronics,South,3,202.13
2025-02-05,Clothing,South,1,47.44
2025-02-05,Books,South,1,18.19
2025-02-05,Electronics,West,4,234.05
2025-02-05,Clothing,East,4,39.17
2025-02-05,Books,South,1,15.45
2025-02-05,Home & Garden,North,2,65.57
2025-02-05,Electronics,South,4,183.67
2025-02-05,Clothing,South,4,49.36
2025-02-05,Books,South,3,15.31
2025-02-05,Electronics,East,3,203.04
2025-02-05,Home & Garden,South,1,73.53
2025-02-05,Sports,West,1,61.92
2025-02-05,Books,East,1,18.51
2025-02-05,Clothing,East,1,35.4
2025-02-05,Clothing,South,3,66.24
2025-02-05,Clothing,East,3,48.88
2025-02-05,Clothing,East,4,49.3
2025-02-05,Home & Garden,East,2,50.79
2025-02-05,Electronics,East,1,120.52
2025-02-05,Electronics,North,4,158.97
2025-02-05,Electronics,East,2,205.97
2025-02-05,Sports,North,4,70.61
2025-02-05,Electronics,North,4,185.48
2025-02-05,Books,West,3,15.93
2025-02-05,Electronics,East,1,163.55
2025-02-05,Books,West,1,20.83
2025-02-06,Clothing,South,4,50.92
2025-02-06,Clothing,South,2,52.37
2025-02-06,Clothing,South,2,45.7
2025-02-06,Clothing,West,1,37.25
2025-02-06,Clothing,East,3,58.28
2025-02-06,Clothing,West,3,47.85
2025-02-06,Clothing,North,3,57.89
2025-02-06,Electronics,North,4,161.99
2025-02-06,Clothing,North,4,41.03
2025-02-06,Home & Garden,West,4,67.83
2025-02-06,Home & Garden,East,1,57.72
2025-02-06,Books,North,3,21.38
2025-02-06,Clothing,West,2,26.75
2025-02-06,Electronics,East,3,170.73
2025-02-06,Electronics,East,4,216.14
2025-02-06,Electronics,West,2,178.07
2025-02-06,Clothing,West,4,48.29
2025-02-07,Books,North,1,20.23
2025-02-07,Electronics,South,2,113.13
2025-02-07,Home & Garden,North,3,65.4
2025-02-07,Electronics,South,2,234.89
2025-02-07,Clothing,East,2,47.5
2025-02-07,Electronics,South,2,138.1
2025-02-07,Books,North,3,23.71
2025-02-07,Electronics,South,1,180.26
2025-02-07,Home & Garden,North,4,61.65
2025-02-07,Home & Garden,South,3,48.35
2025-02-07,Home & Garden,South,3,55.03
2025-02-07,Electronics,North,4,223.83
2025-02-07,Clothing,North,4,36.42
2025-02-07,Home & Garden,South,3,62.48
2025-02-07,Electronics,East,2,219.43
2025-02-07,Home & Garden,North,1,60.03
2025-02-07,Home & Garden,North,2,53.61
2025-02-07,Electronics,North,3,204.05
2025-02-07,Electronics,East,4,200.45
2025-02-07,Clothing,North,4,43.62
2025-02-07,Home & Garden,North,3,70.2
2025-02-07,Electronics,North,1,246.03
2025-02-07,Clothing,South,4,46.24
2025-02-07,Home & Garden,West,1,54.84
2025-02-07,Clothing,West,4,31.49
2025-02-07,Books,North,2,19.27
2025-02-07,Electronics,South,2,182.07
2025-02-07,Books,North,1,15.88
2025-02-07,Sports,South,3,76.73
2025-02-07,Home & Garden,East,3,70.49
2025-02-07,Books,South,2,17.91
2025-02-07,Clothing,East,3,54.01
2025-02-08,Electronics,East,4,170.84
2025-02-08,Electronics,South,4,197.88
2025-02-08,Home & Garden,South,1,74.61
2025-02-08,Electronics,North,2,159.46
2025-02-08,Clothing,North,1,38.24
2025-02-08,Books,South,3,16.59
2025-02-08,Clothing,North,3,47.49
2025-02-08,Electronics,West,1,176.43
2025-02-08,Home & Garden,South,2,65.5
2025-02-08,Electronics,West,2,208.22
2025-02-08,Clothing,East,1,51.44
2025-02-08,Electronics,West,1,184.21
2025-02-08,Home & Garden,East,2,71.15
2025-02-08,Home & Garden,North,4,63.6
2025-02-08,Books,North,4,20.49
2025-02-08,Books,West,1,18.87
2025-02-08,Clothing,East,1,41.51
2025-02-08,Electronics,North,4,234.98
2025-02-08,Books,East,1,16.63
2025-02-08,Books,East,2,15.63
2025-02-08,Sports,North,3,83.06
2025-02-08,Clothing,North,4,51.36
2025-02-08,Home & Garden,South,1,53.99
2025-02-08,Electronics,North,1,229.17
2025-02-08,Electronics,West,2,205.17
2025-02-08,Electronics,North,2,161.65
2025-02-09,Clothing,West,2,50.88
2025-02-09,Electronics,East,1,199.9
2025-02-09,Sports,South,4,63.93
2025-02-09,Clothing,East,4,41.49
2025-02-09,Electronics,North,1,169.93
2025-02-09,Electronics,East,2,213.99
2025-02-09,Sports,West,3,69.71
2025-02-09,Clothing,South,2,44.55
2025-02-09,Electronics,North,2,194.8
2025-02-09,Sports,North,4,90.87
2025-02-09,Electronics,West,4,159.34
2025-02-09,Electronics,South,3,167.67
2025-02-09,Home & Garden,North,1,59.07
2025-02-09,Electronics,East,1,183.07
2025-02-09,Books,North,2,20.32
2025-02-09,Home & Garden,East,4,53.42
2025-02-09,Books,West,2,15.16
2025-02-09,Clothing,South,2,52.88
2025-02-09,Sports,South,2,52.79
2025-02-09,Clothing,South,2,50.46
2025-02-09,Electronics,South,4,143.04
2025-02-09,Home & Garden,South,3,67.87
2025-02-09,Electronics,North,3,164.48
2025-02-09,Home & Garden,West,2,48.38
2025-02-09,Electronics,West,4,151.83
2025-02-09,Electronics,West,4,148.47
2025-02-09,Clothing,East,3,43.23
2025-02-09,Sports,North,2,68.45
2025-02-09,Home & Garden,West,1,58.34
2025-02-09,Electronics,North,2,212.75
2025-02-09,Electronics,West,3,182.8
2025-02-09,Home & Garden,North,1,70.88
2025-02-10,Clothing,South,3,53.7
2025-02-10,Home & Garden,South,2,73.59
2025-02-10,Home & Garden,West,1,43.85
2025-02-10,Books,North,2,15.69
2025-02-10,Books,South,2,14.64
2025-02-10,Electronics,North,2,169.6
2025-02-10,Electronics,East,4,205.57
2025-02-10,Clothing,West,2,52.94
2025-02-10,Electronics,South,4,150.43
2025-02-10,Electronics,North,2,188.92
2025-02-10,Home & Garden,North,1,63.68
2025-02-10,Clothing,West,4,51.41
2025-02-10,Sports,South,3,70.24
2025-02-10,Books,North,3,17.17
2025-02-10,Electronics,North,1,226.7
2025-02-10,Clothing,South,4,46.19
2025-02-10,Clothing,South,3,56.45
2025-02-10,Electronics,West,3,106.85
2025-02-10,Clothing,East,1,39.88
2025-02-10,Sports,East,4,68.83
2025-02-10,Electronics,North,1,150.97
2025-02-10,Home & Garden,South,3,53.65
2025-02-10,Home & Garden,East,1,67.6
2025-02-10,Home & Garden,East,2,53.88
2025-02-10,Clothing,East,3,52.78
2025-02-10,Clothing,South,2,43.98
2025-02-11,Home & Garden,North,4,55.33
2025-02-11,Sports,North,1,70.09
2025-02-11,Home & Garden,East,1,65.63
2025-02-11,Home & Garden,South,4,69.51
2025-02-11,Sports,South,4,75.88
2025-02-11,Electronics,East,3,169.78
2025-02-11,Books,East,2,17.71
2025-02-11,Electronics,South,3,205.44
2025-02-11,Electronics,North,3,212.86
2025-02-11,Electronics,East,1,173.35
2025-02-11,Clothing,West,1,51.68
2025-02-11,Clothing,South,4,45.91
2025-02-11,Sports,South,3,70.94
2025-02-11,Clothing,East,1,42.76
2025-02-11,Electronics,East,3,175.16
2025-02-11,Electronics,East,1,137.47
2025-02-11,Sports,East,1,88.64
2025-02-11,Sports,South,2,68.27
2025-02-12,Electronics,South,3,196.65
2025-02-12,Sports,North,2,75.21
2025-02-12,Clothing,West,4,43.13
2025-02-12,Electronics,West,1,216.32
2025-02-12,Home & Garden,East,2,62.15
2025-02-12,Clothing,North,4,46.95
2025-02-12,Electronics,North,1,146.95
2025-02-12,Home & Garden,West,3,63.4
2025-02-12,Home & Garden,West,1,46.67
2025-02-12,Clothing,East,1,45.43
2025-02-12,Books,North,2,17.43
2025-02-12,Books,West,1,18.81
2025-02-12,Home & Garden,West,2,54.56
2025-02-12,Electronics,North,1,181.3
2025-02-12,Clothing,West,2,42.0
2025-02-12,Books,South,3,16.02
2025-02-12,Clothing,South,2,49.58
2025-02-13,Home & Garden,West,4,56.16
2025-02-13,Books,South,3,16.25
2025-02-13,Clothing,North,4,36.98
2025-02-13,Clothing,North,3,42.99
2025-02-13,Clothing,West,1,45.22
2025-02-13,Sports,East,3,72.14
2025-02-13,Sports,North,3,71.47
2025-02-13,Home & Garden,South,4,61.9
2025-02-13,Clothing,South,1,44.71
2025-02-13,Clothing,North,3,64.7
2025-02-13,Sports,East,3,76.34
2025-02-13,Books,East,3,13.82
2025-02-13,Books,South,4,18.49
2025-02-13,Clothing,West,1,41.05
2025-02-13,Sports,East,3,91.2
2025-02-13,Electronics,East,2,183.73
2025-02-13,Home & Garden,East,1,57.67
2025-02-13,Sports,West,2,65.06
2025-02-13,Electronics,North,2,201.2
2025-02-13,Clothing,South,4,55.47
2025-02-13,Clothing,West,1,39.06
2025-02-13,Sports,East,3,71.85
2025-02-13,Electronics,North,2,144.28
2025-02-13,Home & Garden,West,4,73.06
2025-02-13,Sports,South,4,80.71
2025-02-13,Home & Garden,North,3,70.63
2025-02-13,Sports,West,2,77.25
2025-02-13,Clothing,South,3,53.26
2025-02-14,Books,East,2,20.63
2025-02-14,Sports,West,1,80.07
2025-02-14,Sports,South,1,73.61
2025-02-14,Electronics,West,4,148.92
2025-02-14,Home & Garden,South,1,62.87
2025-02-14,Electronics,West,1,209.42
2025-02-14,Sports,North,3,77.1
2025-02-14,Clothing,South,4,49.85
2025-02-14,Home & Garden,West,3,75.67
2025-02-14,Electronics,West,1,196.93
2025-02-14,Sports,South,2,55.99
2025-02-14,Books,North,1,19.18
2025-02-14,Electronics,South,1,180.38
2025-02-14,Electronics,East,4,162.17
2025-02-14,Electronics,North,3,138.73
2025-02-14,Electronics,North,2,192.53
2025-02-14,Clothing,South,4,44.74
2025-02-14,Clothing,East,2,54.43
2025-02-14,Home & Garden,North,3,48.52
2025-02-14,Electronics,East,1,205.59
2025-02-14,Clothing,West,4,47.91
2025-02-14,Clothing,West,1,43.69
2025-02-14,Electronics,North,3,210.67
2025-02-14,Home & Garden,East,2,53.92
2025-02-14,Sports,North,2,52.69
2025-02-14,Clothing,West,3,44.06
2025-02-14,Sports,North,2,62.01
2025-02-14,Sports,North,1,57.45
2025-02-14,Electronics,South,4,227.8
2025-02-14,Electronics,South,3,195.42
2025-02-15,Home & Garden,West,1,64.95
2025-02-15,Home & Garden,East,4,55.97
2025-02-15,Electronics,West,4,189.93
2025-02-15,Clothing,South,1,50.66
2025-02-15,Electronics,South,1,183.06
2025-02-15,Clothing,West,2,39.1
2025-02-15,Electronics,North,2,169.61
2025-02-15,Sports,South,2,91.27
2025-02-15,Electronics,West,1,253.86
2025-02-15,Electronics,West,2,135.58
2025-02-15,Electronics,West,1,251.78
2025-02-15,Books,East,3,18.67
2025-02-15,Electronics,North,3,225.46
2025-02-15,Clothing,North,4,50.66
2025-02-15,Electronics,East,1,171.93
2025-02-15,Home & Garden,East,4,44.47
2025-02-15,Clothing,West,3,41.33
2025-02-15,Electronics,East,2,193.87
2025-02-15,Home & Garden,West,3,71.31
2025-02-15,Sports,West,4,72.35
2025-02-16,Sports,West,2,78.67
2025-02-16,Books,West,1,16.67
2025-02-16,Clothing,East,1,37.26
2025-02-16,Sports,South,4,74.43
2025-02-16,Electronics,West,1,230.97
2025-02-16,Books,West,2,17.72
2025-02-16,Clothing,East,3,43.48
2025-02-16,Electronics,West,4,224.44
2025-02-16,Home & Garden,West,2,68.25
2025-02-16,Sports,North,1,69.36
2025-02-16,Clothing,North,4,46.23
2025-02-16,Home & Garden,West,4,57.64
2025-02-16,Clothing,North,1,35.24
2025-02-16,Home & Garden,West,2,45.58
2025-02-16,Electronics,South,1,199.42
2025-02-16,Books,North,2,14.71
2025-02-16,Electronics,North,2,201.75
2025-02-16,Clothing,West,1,41.81
2025-02-16,Clothing,East,2,43.1
2025-02-16,Clothing,West,2,37.8
2025-02-16,Home & Garden,West,3,74.08
2025-02-16,Sports,North,3,50.97
2025-02-16,Sports,North,2,63.36
2025-02-16,Clothing,North,1,38.84
2025-02-16,Electronics,West,3,160.1
2025-02-16,Electronics,East,1,199.3
2025-02-16,Electronics,North,1,201.36
2025-02-16,Clothing,East,3,49.46
2025-02-16,Electronics,South,2,187.05
2025-02-16,Home & Garden,North,2,68.71
2025-02-16,Electronics,North,4,192.6
2025-02-16,Books,East,4,21.07
2025-02-16,Electronics,East,1,223.27
2025-02-16,Home & Garden,North,4,64.21
2025-02-16,Electronics,South,4,204.26
2025-02-16,Sports,West,1,72.64
2025-02-16,Electronics,East,2,227.63
2025-02-17,Electronics,North,2,161.46
2025-02-17,Clothing,East,2,64.66
2025-02-17,Home & Garden,East,2,68.92
2025-02-17,Home & Garden,East,3,58.15
2025-02-17,Sports,South,2,78.89
2025-02-17,Clothing,East,3,44.18
2025-02-17,Clothing,East,3,33.33
2025-02-17,Electronics,East,2,190.44
2025-02-17,Home & Garden,West,2,71.37
2025-02-17,Electronics,South,4,207.5
2025-02-17,Clothing,South,1,36.36
2025-02-17,Electronics,West,3,211.96
2025-02-17,Books,East,2,19.47
2025-02-17,Electronics,North,3,192.41
2025-02-17,Home & Garden,West,1,73.03
2025-02-17,Electronics,East,4,173.16
2025-02-17,Electronics,North,4,168.69
2025-02-17,Home & Garden,South,3,57.31
2025-02-17,Clothing,West,2,44.37
2025-02-17,Books,North,4,20.51
2025-02-17,Electronics,East,1,161.7
2025-02-17,Clothing,East,3,52.25
2025-02-17,Clothing,East,2,46.63
2025-02-17,Electronics,East,1,189.47
2025-02-17,Sports,West,3,68.23
2025-02-17,Home & Garden,East,3,54.05
2025-02-17,Sports,East,3,87.42
